uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
801a7ab8-9c85-4f0f-aace-88d8c01b25c8,WB-PRD-0410-L2,template,template_only,producers,2,recall,True or False: Château de Pressac is located in the Saint-Émilion wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Château de Pressac is a classified Bordeaux estate in Saint-Émilion.,,,,,,,,,,,
005dcc12-0bef-48f0-8919-c995410a3aad,WB-REG-0507-L2,fact_to_question,llama,wine_regions,1,recall,In which years did the Champagne Riots occur due to issues faced by grape growers in the Champagne region of France?,"[{'id': 'A', 'text': '1908 and 1909'}, {'id': 'B', 'text': '1910 and 1911'}, {'id': 'C', 'text': '1912 and 1913'}, {'id': 'D', 'text': '1914 and 1915'}]",B,[1] The Champagne Riots of 1910 and 1911 resulted from a series of problems faced by grape growers in the Champagne area of France.,,,,,,,,,,,
46d3bed7-e329-41b6-a27c-abd00aa7d11b,WB-VIT-0445-L2,fact_to_question,llama,viticulture,2,recall,"In the Northeast of China, which climatic variables increase from northwest to southeast during each growing stage?","[{'id': 'A', 'text': 'Relative humidity, cloud cover, and atmospheric pressure'}, {'id': 'B', 'text': 'Crop evapotranspiration (ETc), drought frequency, and drought risk'}, {'id': 'C', 'text': 'Precipitation, CWSDI, wet frequency, and wet risk'}, {'id': 'D', 'text': 'Temperature, solar radiation, and wind speed'}]",C,"[1] The precipitation, CWSDI, wet frequency, and wet risk increased from northwest to southeast for each growing stage, while crop evapotranspiration (ETc), drought frequency and drought risk showed the opposite characteristics.",,,,,,,,,,,
e32ab458-1235-46eb-9e40-378234b65f44,WB-GRP-0594-L2,comparative,claude,grape_varieties,2,analysis,"A cold-hardy hybrid grape developed for short growing seasons is sanctioned for use in one of these American Viticultural Areas, while the other permits a classic international white vinifera variety. Which AVA is authorized to grow Marquette?","[{'id': 'A', 'text': 'Both AVAs permit Marquette equally'}, {'id': 'B', 'text': 'Neither AVA permits Marquette; both are restricted to vinifera'}, {'id': 'C', 'text': 'Guenoc Valley AVA'}, {'id': 'D', 'text': 'Appalachian High Country AVA'}]",D,"[1] Appalachian High Country AVA permits the Marquette grape variety.
---
[2] Guenoc Valley AVA permits the Chardonnay grape variety.",,,,,,,,,,,
397d10b1-2e16-4af5-9b9a-b1cdf4dc2ee0,WB-VIT-0457-L4,scenario_synthesis,llama,viticulture,4,analysis,"A vineyard manager notices that some vines are showing stunted shoot growth and failure to bud out on some canes or spurs, a year after infection with Pierce's disease. The manager is considering severe pruning and training up a new trunk a few inches above the graft union. Given the research on recovery from Pierce's disease, what is the likelihood that this management practice will be successful?","[{'id': 'A', 'text': ""Highly likely, as most vines recover from Pierce's disease after severe pruning""}, {'id': 'B', 'text': 'Cannot be determined without more information on the specific vineyard conditions'}, {'id': 'C', 'text': 'Unlikely, as symptoms are likely to reappear the second year even with severe pruning'}, {'id': 'D', 'text': 'Depends on the date of infection and winter temperatures following infection'}]",C,"[1] Research has shown that severe pruning – cutting a few inches above the graft union – and training up a new trunk is not a viable management practice; Pierce's disease symptoms reappear the second year.
---
[2] A year after the vines are infected some canes or spurs may fail to bud out, and shoot growth is stunted.
---
[3] Some vines recover from Pierce's disease; the probability of recovery depends on the date of infection and temperatures in the winter following infection.",,,,,,,,,,,
ade01776-c235-4ae8-bc87-edadfb7dfc56,WB-REG-0509-L2,fact_to_question,claude,wine_regions,2,recall,"In the traditional Slovenian blended wine Cviček, which grape variety contributes the largest share at roughly 45% of the blend?","[{'id': 'A', 'text': 'Laški Rizling'}, {'id': 'B', 'text': 'Modra Frankinja'}, {'id': 'C', 'text': 'Žametovka (Žametna Črnina)'}, {'id': 'D', 'text': 'Kraljevina'}]",C,[1] The main ingredient of the wine is Žametna Črnina which composes 45% of Cviček.,,,,,,,,,,,
367556b1-35e0-4b24-be61-924568f5cd6b,WB-VIT-0451-L2,scenario_synthesis,llama,viticulture,1,application,A Lebanese winery is looking to expand its production and appeal to a growing wine tourism market. The winemaker is considering adopting new farming methods to improve the quality of their wines. Which approach would align with current trends in the Lebanese wine industry?,"[{'id': 'A', 'text': 'Convert to organic and biodynamic viticulture'}, {'id': 'B', 'text': 'Implement mechanical harvesting to reduce labor costs'}, {'id': 'C', 'text': 'Focus on producing only high-alcohol wines'}, {'id': 'D', 'text': 'Increase the use of oak barrels for aging'}]",A,"[1] Additionally, a growing number of wineries are adopting organic and biodynamic farming methods.
---
[2] Lebanese wine industry’s growth is driven by macroeconomic influences, alongside the rise of organic and biodynamic varieties, a growing wine tourism.
---
[3] The Phoenicians were instrumental in spreading wine and viticulture throughout the Mediterranean in ancient times.",,,,,,,,,,,
f644c815-00c7-4890-a1e2-82f453ea6521,WB-GRP-0590-L3,template,template_only,grape_varieties,3,application,"A vigneron is considering planting Merlot in a region with an established track record. Per the fact, which region is documented as a home for this variety?","[{'id': 'A', 'text': 'Mount Veeder AVA'}, {'id': 'B', 'text': 'Coombsville AVA'}, {'id': 'C', 'text': 'Malibu-Newton Canyon AVA'}, {'id': 'D', 'text': 'Southeastern New England AVA'}]",C,[1] Malibu-Newton Canyon AVA permits the Merlot grape variety.,,,,,,,,,,,
7f178cd0-bee1-41d5-9555-143a600e48c5,WB-GRP-0597-L2,comparative,claude,grape_varieties,1,analysis,"A cold-hardy hybrid grape developed for northern climates, Frontenac, is authorized for plantings in which of the following American Viticultural Areas?","[{'id': 'A', 'text': 'Eagle Peak Mendocino County AVA'}, {'id': 'B', 'text': 'Both AVAs permit Frontenac equally'}, {'id': 'C', 'text': 'Alexandria Lakes AVA'}, {'id': 'D', 'text': 'Neither AVA permits Frontenac; both are restricted to Pinot noir'}]",C,"[1] Eagle Peak Mendocino County AVA permits the Pinot noir grape variety.
---
[2] Alexandria Lakes AVA permits the Frontenac grape variety.",,,,,,,,,,,
89263206-ca7a-45f4-8bd7-f5c7699281a2,WB-GRP-0587-L3,comparative,qwen,grape_varieties,1,analysis,"Which wine-producing region includes Sauvignon blanc among its approved grape varieties for appellation compliance, based on its permitted varietals list?","[{'id': 'A', 'text': 'Tasmanian wine region'}, {'id': 'B', 'text': 'Adelaide Hills wine region'}, {'id': 'C', 'text': 'Margaret River wine region'}, {'id': 'D', 'text': 'Piccadilly Valley wine sub-region'}]",C,"[1] Margaret River wine region permits the | varietals = Sauvignon blanc grape variety.
---
[2] Piccadilly Valley wine sub-region permits the | varietals = grape variety.",,,,,,,,,,,
f26bb702-f619-45b2-b8a1-18990f5d0e74,WB-GRP-0593-L4,template,template_only,grape_varieties,4,comprehension,"According to the fact, in which wine region is (2012) cultivated?","[{'id': 'A', 'text': 'Riverland wine region'}, {'id': 'B', 'text': 'Mount Benson wine region'}, {'id': 'C', 'text': 'Franconian Wine Queen'}, {'id': 'D', 'text': 'German wine'}]",A,[1] Riverland wine region permits the (2012) grape variety.,,,,,,,,,,,
03c48766-d18c-44db-90a3-2e73087cedd5,WB-PRD-0412-L2,fact_to_question,qwen,producers,2,recall,"A California winery established in 2000 by the founder of a vitamin and nutrition supplement company is 100% estate-grown, produced, and bottled. In which year was this estate, originally an alfalfa farm, founded?","[{'id': 'A', 'text': '2002'}, {'id': 'B', 'text': '1998'}, {'id': 'C', 'text': '2000'}, {'id': 'D', 'text': '1995'}]",C,"[1] The 100% estate-grown, produced, and bottled winery was established by Jerry Brassfield in 2000. Brassfield, California on an alfalfa farm, founded GNLD, a vitamin and nutrition supplement company.",,,,,,,,,,,
464ad43b-b0a7-4746-bbf7-499c53429106,WB-VIT-0449-L3,comparative,qwen,viticulture,3,analysis,"Which of the following AVAs is defined in its petition primarily by its physical geography, including landforms, weather patterns, and earth composition, rather than by historical viticultural activity?","[{'id': 'A', 'text': ""Martha's Vineyard AVA""}, {'id': 'B', 'text': 'San Luis Rey AVA'}, {'id': 'C', 'text': 'Los Olivos District AVA'}, {'id': 'D', 'text': 'Fennville AVA'}]",B,"[1] According to the petition, the distinguishing features of San Luis Rey AVA are its topography, climate and soils.
---
[2] Federal regulators ruled in favor of the AVA, citing historical evidence that viticulture has been practiced on the Massachusetts island named Martha's Vineyard since at least 1602.",,,,,,,,,,,
22e4059d-286e-47e7-8bd8-efc0618ffe14,WB-GRP-0598-L3,distractor_mining,llama,grape_varieties,1,analysis,Which Italian grape variety was recently discovered through DNA profiling by José Vouillamoz to have Ciliegiolo and Calabrese Montenuovo as its ancestors?,"[{'id': 'A', 'text': 'Nebbiolo'}, {'id': 'B', 'text': 'Sangiovese'}, {'id': 'C', 'text': 'Primitivo'}, {'id': 'D', 'text': 'Barbera'}]",B,"[1] Recent DNA profiling by José Vouillamoz of the Istituto Agrario di San Michele all’Adige suggests that Sangiovese's ancestors are Ciliegiolo and Calabrese Montenuovo.
---
[2] However, in his experiments Ricasoli discovered that three local varieties—Sangiovese, Canaiolo and Malvasia—produced the best wine.
---
[3] In addition to soil type, the drainage ability and concentration of magnesium and potassium can have an influencing effect on the type of Nebbiolo wine produced.
---
[4] In the 18th century, the producers of the Carmignano region developed a tradition of blending Sangiovese with Cabernet Sauvignon.
---
[5] In the Asti region, Barbera grapes are used in making ""Barbera d'Asti Superiore"".
---
[6] Primitivo formed the basis of its wine industry in the 19th century.These varieties were almost entirely wiped out, however, by the phylloxera epidemic of the late 19th century.",,,,,,,,,,,
9bfabe08-63c5-439a-9361-7ba1ea38e8bc,WB-PRD-0416-L4,distractor_mining,qwen,producers,4,analysis,"This Canadian winery is situated in a valley named after a river and operates under the stewardship of a female proprietor named Gina. It is located in a province known for its emerging cool-climate viticulture, not within British Columbia or its interior wine regions.","[{'id': 'A', 'text': '40 Knots Winery'}, {'id': 'B', 'text': 'The Good Earth Food and Wine Company'}, {'id': 'C', 'text': 'Summerhill Pyramid Winery'}, {'id': 'D', 'text': 'Gaspereau Vineyards'}]",D,"[1] British Columbia wine for its increasing number of respected wineries, smaller pockets such as the Creston Valley have been emerging of late.
---
[2] Summerhill Pyramid Winery is a winery company based in Kelowna, British Columbia, Canada.
---
[3] 40 Knots Winery is a wine producer in Comox Valley Regional District, Canada.
---
[4] The industry has since expanded slowly but steadily, introducing wineries such as St.
---
[5] Gaspereau Vineyards is a small winery located in the Gaspereau River Valley of Nova Scotia run by Gina Haverstock.
---
[6] The Good Earth Food and Wine Company is a wine producer in Lincoln, Canada.",,,,,,,,,,,
