uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
39a6b6ea-46f8-4212-9235-672f713c1a33,WB-GRP-0542-L3,comparative,claude,grape_varieties,1,analysis,"A red wine DOC is described whose blends are built around Corvina as the signature grape. A separate DOC, Orta Nova in Apulia, permits blending with Uva di Troia, Lambrusco Maestri and Trebbiano. Which pairing correctly matches each classification to its principal grape or region?","[{'id': 'A', 'text': 'Both DOCs are anchored by Corvina, with Montepulciano as an optional blending grape'}, {'id': 'B', 'text': 'Both DOCs are anchored by Montepulciano, with Corvina permitted only in Orta Nova'}, {'id': 'C', 'text': 'Corvina-dominated DOC → Valpolicella; Orta Nova DOC blend partner → Montepulciano'}, {'id': 'D', 'text': 'Corvina-dominated DOC → Montepulciano; Orta Nova DOC blend partner → Valpolicella'}]",C,"[1] == Grapes and wine styles ==

Most of the wines produced under the Valpolicella DOC are red and usually contain a sizable amount of the area's most distinguished grape, Corvina.
---
[2] Can be blended with Cabernet Sauvignon
Orta Nova DOC (Apulia) – can be blended with Uva di Troia, Lambrusco Maestri and Trebbiano.",,,,,,,,,,,
362f3e77-0d4d-426c-bdf4-8f346822951f,WB-GRP-0547-L3,scenario_synthesis,chatgpt,grape_varieties,1,synthesis,"A Washington winemaker is considering whether to bottle a Malbec on its own instead of using it only to deepen the color and fruit profile of blends, as was more common historically in Bordeaux. In trial lots from a high-desert site with glacially derived soils, the wine shows ripe raspberry and dark-fruit character with medium acidity and tannin. Based on these observations, which vineyard source best supports releasing the varietal wine?","[{'id': 'A', 'text': 'A Malbec block in the Lake Chelan AVA'}, {'id': 'B', 'text': 'Any Washington Malbec site, since glacial soils there generally give the same profile'}, {'id': 'C', 'text': 'A Washington site outside the high-desert exception, where Malbec would be expected to follow the broader state pattern'}, {'id': 'D', 'text': 'A Bordeaux parcel where Malbec is intended mainly to add color and fruit to blends'}]",A,"[1] Malbec grapes grown in the glacial soils found within the Lake Chelan AVA produce wines possessing ripe raspberry - black fruit aromas and flavors with moderate acidity and tannins.
---
[2] An exception to this in Washington State is Malbec grown in the high desert Lake Chelan AVA terroir.
---
[3] Though the grape was historically a major planting in Bordeaux, providing color and fruit to its blends.",,,,,,,,,,,
2c274e01-af11-4305-8dd1-dd0dde305aaf,WB-GRP-0540-L2,comparative,qwen,grape_varieties,2,analysis,"Which American Viticultural Area (AVA) includes winemaking regulations that allow the use of a white grape variety known for its aromatic intensity and high acidity, traditionally associated with coastal regions of Spain, in commercial plantings?","[{'id': 'A', 'text': 'Clements Hills AVA'}, {'id': 'B', 'text': 'Finger Lakes AVA'}, {'id': 'C', 'text': 'Indiana Uplands AVA'}, {'id': 'D', 'text': 'Columbia Valley AVA'}]",A,"[1] Clements Hills AVA permits the Albariño grape variety.
---
[2] Indiana Uplands AVA permits the Catawba grape variety.",,,,,,,,,,,
0da30c39-40dc-4633-93e6-57555ac32a82,WB-VIT-0410-L2,scenario_synthesis,llama,viticulture,2,analysis,"A winemaker in the Mosel region is looking to plant Riesling vines in a new vineyard site. The site has no topsoil, only broken slate. Which factor would have the most significant impact on the quality of the resulting Riesling wine?","[{'id': 'A', 'text': 'The altitude of the vineyard site'}, {'id': 'B', 'text': 'The age of the slate deposits'}, {'id': 'C', 'text': 'The proximity to a body of water'}, {'id': 'D', 'text': 'The amount of rainfall the site receives'}]",A,"[1] Many of the best vineyards have no topsoil at all, just broken slate.
---
[2] Mosel wine region most common vineyard soil is derived in the main from various kinds of slate deposits.
---
[3] Factors such as altitude, aspect and sunlight exposure can have a pronounced effect not only on the resulting quality of the wine but also whether the Riesling grape will even.",,,,,,,,,,,
ffa684f0-3433-4062-a469-46b24cdc4555,WB-GRP-0545-L3,scenario_synthesis,llama,grape_varieties,1,synthesis,"A winemaker in Cafayate, Argentina is looking to produce a high-quality white wine from Torrontés Riojano grapes. The region's dry climate during the growing season helps maintain the health of the grapes by limiting fungal diseases and rot. However, the rural location of the vineyards means the harvested grapes must be transported for several hours to reach the winemaking facilities in more urban areas. What should the winemaker do to ensure the grapes arrive in the best possible condition?","[{'id': 'A', 'text': 'Spray the grapes with water to prevent dehydration during the long journey'}, {'id': 'B', 'text': 'Harvest the grapes during the coolest part of the day to minimize oxidation and bacterial growth during transport'}, {'id': 'C', 'text': 'Allow the grapes to warm up before transport to promote the development of beneficial compounds'}, {'id': 'D', 'text': 'Crush the grapes at the vineyard and transport the juice instead to reduce the risk of spoilage'}]",B,"[1] Argentine wine particularly its sub-region of Cafayate, have been gaining the most worldwide attention the quality of its full bodied whites made from Torrontés Riojano as well as its fruity.
---
[2] Most of the growing season is dry with the lack of humidity limiting the risk and hazard from various grape diseases and fungal rot.
---
[3] After harvest, grapes often have to be transported long distances, taking several hours, from the rural vineyards to winemaking facilities located in more urban areas.",,,,,,,,,,,
966b6bc0-04c2-4958-864f-c0533e8fed12,WB-BIZ-0289-L2,fact_to_question,claude,wine_business,2,recall,"Within the governance structure of Wines of South Africa (WOSA), which body is tasked with drafting legislation that arises from resolutions of the Board and the Management Committee?","[{'id': 'A', 'text': 'The Audit Committee'}, {'id': 'B', 'text': 'The Transformation Committee'}, {'id': 'C', 'text': 'The Marketing Committee'}, {'id': 'D', 'text': 'The Legal Committee'}]",D,[1] The Legal Committee is responsible for formulating draft legislation emanating from decisions made by the Board and the Management Committee.,,,,,,,,,,,
a533233a-d003-44a3-9c2b-55e3999b0473,WB-WMK-0329-L2,fact_to_question,chatgpt,winemaking,2,recall,"For the traditional-method sparkling appellation Trentodoc, what is the minimum time a non-vintage wine must spend aging on its lees?","[{'id': 'A', 'text': '12 months'}, {'id': 'B', 'text': '15 months'}, {'id': 'C', 'text': '18 months'}, {'id': 'D', 'text': '24 months'}]",B,"[1] According to regulations, Trentodoc can be produced as white or rosé in the following versions: ▪ Non-Vintage : at least 15 months aging on its lees ▪ Millesimato : at.",,,,,,,,,,,
70385d34-2a6b-4502-aae7-8532e63479b7,WB-REG-0460-L4,template,template_only,wine_regions,4,comprehension,"Given the fact, the Lower Long Tom AVA falls within which county?","[{'id': 'A', 'text': 'Benton|Lane'}, {'id': 'B', 'text': 'Benton|Klickitat|Yakima'}, {'id': 'C', 'text': 'Benton|Yakima'}, {'id': 'D', 'text': 'Benton|Clackamas|Lane|Linn|Marion|Multnomah|Polk|Washington|Yamhill'}]",A,[1] Lower Long Tom AVA is located in Benton|Lane County.,,,,,,,,,,,
14412862-74cd-4f5d-9679-d179a63539bd,WB-VIT-0409-L3,comparative,claude,viticulture,1,analysis,A central Italian wine zone caps production at 7.5 tonnes per hectare (roughly 3 tonnes per acre) to concentrate quality in its reds. Which region enforces this yield ceiling?,"[{'id': 'A', 'text': 'Morellino di Scansano'}, {'id': 'B', 'text': 'Valpolicella Classico'}, {'id': 'C', 'text': 'Chianti Classico'}, {'id': 'D', 'text': 'Montefalco Sagrantino'}]",C,"[1] The harvest yields for Chianti Classico are restricted to no more than 7.5 t/ha (3 tonnes per acre).
---
[2] The steepness of the hills means that everything, from pruning to picking, is principally done by hand.",,,,,,,,,,,
7404ffd5-dde6-4334-8e32-1238b1225261,WB-VIT-0412-L3,distractor_mining,gemini,viticulture,1,analysis,"Identify the Champagne producer that cultivates an estate spanning twenty-eight hectares, primarily situated within the Côte des Blancs, and includes Premier cru holdings located in Mareuil-sur-Aÿ and Cuis.","[{'id': 'A', 'text': 'Charles de Cazanove'}, {'id': 'B', 'text': 'Pierre Gimonnet & Fils'}, {'id': 'C', 'text': 'Benoît Lahaye'}, {'id': 'D', 'text': 'Veuve Clicquot'}]",B,"[1] == Wine-making ==


=== Crayères ===

The oldest parts of the Veuve Clicquot cellars (the ""crayères"") were originally chalk-pits (chalk quarries).
---
[2] Veuve Clicquot now owns 971 acres (393 ha) of vineyards, with an average rating of 71% on the ""échelle des crus"".
---
[3] Benoît Lahaye has 4.8 hectares (12 acres) of vines, became organic-certified in 2003.
---
[4] The viticultural boundaries of Champagne are legally defined and split into five wine-producing districts within the historical province: Aube, Côte des Blancs, Côte de Sézanne, Montagne de Reims.
---
[5] Charles de Cazanove was further developed by his botanist son Charles Nicolas de Cazanove who was a leader in the efforts to fight phylloxera.
---
[6] Pierre Gimonnet & Fils has  28 hectares based in the Côte des Blancs with Premier cru sites in Cuis and Mareuil-sur Aÿ.",,,,,,,,,,,
