uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
ef9f9d4e-2c2d-4cec-8c4d-b525fe2104cd,WB-REG-0282-L2,template,template_only,wine_regions,1,recall,Name a grape variety approved for Recioto di Gambellara wines.,"[{'id': 'A', 'text': 'Malagouzia'}, {'id': 'B', 'text': 'Godello'}, {'id': 'C', 'text': 'Pallagrello'}, {'id': 'D', 'text': 'Garganega'}]",D,[1] Recioto di Gambellara DOCG requires minimum 80% Garganega.,,,,,,,,,,,
48be8809-2f3d-4165-a316-e8beeb9e5fb6,WB-GRP-0321-L2,comparative,gemini,grape_varieties,2,analysis,"Two grape varieties display distinctly different structural and aromatic profiles. The first variety (particularly in its New York expressions) is recognized for a delicate, slightly sparkling weight and soft, mild flavors. The second variety is defined by a solid acidic backbone, with certain expressions offering fragrant, blossom-like scents. Which pair correctly identifies the first and second varieties, respectively?","[{'id': 'A', 'text': 'First: Dornfelder; Second: Riesling'}, {'id': 'B', 'text': 'First: Gewürztraminer; Second: Lemberger'}, {'id': 'C', 'text': 'First: Pinot Gris; Second: Zweigelt'}, {'id': 'D', 'text': 'First: Riesling; Second: Dornfelder'}]",D,"[1] New York Riesling generally has a characteristic effervescent light body with a similarly light, mellow flavor.
---
[2] Dornfelder usually have a fair amount of acidity with some examples showing floral aroma notes.",,,,,,,,,,,
9cec6977-184e-4461-b03c-68aa23bc4940,WB-GRP-0294-L2,fact_to_question,qwen,grape_varieties,2,recall,"Which white grape variety, primarily cultivated in northern Portugal, is known for achieving high acidity levels in its wines?","[{'id': 'A', 'text': 'Gouveio'}, {'id': 'B', 'text': 'Arinto'}, {'id': 'C', 'text': 'Viosinho'}, {'id': 'D', 'text': 'Rabigato'}]",C,[1] Viosinho is a white Portuguese wine grape variety that is grown primarily in northern Portugal where it attains high acidity levels.,,,,,,,,,,,
1ab43922-609e-4c86-931a-df44a1cbc0e1,WB-BIZ-0233-L3,distractor_mining,llama,wine_business,3,analysis,"Which Italian wine region saw the formation of a consortium in 1990 that implemented self-regulatory codes, including the gradual reduction of yields and the elimination of Pinot grigio from its wines?","[{'id': 'A', 'text': 'Nizza'}, {'id': 'B', 'text': 'Valpolicella'}, {'id': 'C', 'text': 'Franciacorta DOCG'}, {'id': 'D', 'text': 'Ostuni DOC'}]",C,"[1] In 1990, the Consorzio per la tutela del Franciacorta was formed, instigating codes of self-regulation with a gradual reduction of yields and elimination of the use of Pinot grigio.
---
[2] The Arte dei Vinattieri guild established strict regulations on how the Florentine wine merchants could conduct business.
---
[3] Today the term ripasso is freely permitted to be used, with several examples on the wine market labeled as being made in the ripasso style.
---
[4] Ostuni DOC holds | comments = classification in Italy.
---
[5] Italian wine may be aged in French barriques to become Nizza, a quality wine aimed at the international market.
---
[6] Denominazione di origine controllata was modelled on the extant French appellation d'origine contrôlée (AOC) laws.",,,,,,,,,,,
95bb636e-3915-4de5-8ac2-d42adfb75113,WB-BIZ-0207-L2,fact_to_question,gemini,wine_business,1,recall,"When the French appellation system was first established, the historical winegrowing area formerly known just as ""Pouilly"" was separated into three distinct AOCs. Alongside Pouilly-Fuissé, what were the other two newly created designations?","[{'id': 'A', 'text': 'Pouilly-Vergisson and Pouilly-Mâcon'}, {'id': 'B', 'text': 'Pouilly-Fumé and Pouilly-sur-Loire'}, {'id': 'C', 'text': 'Pouilly-Chaintré and Pouilly-Solutré'}, {'id': 'D', 'text': 'Pouilly-Loché and Pouilly-Vinzelles'}]",D,"[1] Pouilly-Fuissé used to be known simply as ""Pouilly,” but when the AOC laws were introduced, it was split into three: Pouilly-Fuissé, Pouilly-Loché and Pouilly-Vinzelles.",,,,,,,,,,,
0b1cf335-7262-41e0-a336-de375fdcb267,WB-VIT-0266-L3,comparative,gemini,viticulture,3,analysis,"Which of the following appellations is defined by a unique topography of ancient alluvial fans, geographically wedged between the Sierra Foothills on its eastern border and the San Joaquin Valley to its west?","[{'id': 'A', 'text': 'Cienega Valley AVA'}, {'id': 'B', 'text': 'San Benito AVA'}, {'id': 'C', 'text': 'Paicines AVA'}, {'id': 'D', 'text': 'Borden Ranch AVA'}]",D,"[1] Situated between the Sierra Foothills to the east and the San Joaquin Valley to the west, the viticultural area has a distinctive terrain of old alluvial fans.
---
[2] San Benito AVA lies within the vast mulit-county Central Coast viticultural area and contains within its approved boundaries the established Paicines, Cienega Valley.",,,,,,,,,,,
2afdbd2a-673e-4555-9ad5-34dbe5689b21,WB-BIZ-0232-L4,distractor_mining,llama,wine_business,4,analysis,Which organization is hosting a Spring Board of Directors Meeting in March 2026 at The Sutter Club?,"[{'id': 'A', 'text': 'Wine Institute'}, {'id': 'B', 'text': 'Benmore Valley AVA'}, {'id': 'C', 'text': 'Texan Wine Industry'}, {'id': 'D', 'text': 'Monterey Winegrowers Council'}]",A,"[1] Mia Klein career has spanned decades in the food and wine industry in both Northern and Southern California.
---
[2] Leon Adams book Wines of America, published in 1973, is considered the ""most thorough work on the subject,"" specifically regarding the California wine industry.
---
[3] Monterey AVA was recognized on July 16, 1984, by the Bureau of Alcohol, Tobacco and Firearms (ATF), Treasury after reviewing the petition submitted by the Monterey Winegrowers Council to establish.
---
[4] Wine Institute members are invited to the 2026 Spring Board of Directors Meeting , taking place March 9–10 at The Sutter Club .
---
[5] The Texan wine industry is continuing its steady pace of expansion and has gained a reputation as an established wine growing region in the United States.
---
[6] Benmore Valley AVA holds | comments = de facto defunct classification.",,,,,,,,,,,
0909da70-b407-41a8-923b-73e1d3ba5165,WB-WMK-0259-L2,scenario_synthesis,claude,winemaking,2,application,"A winemaker in a northern European region has just finished a growing season marked by cold, rainy weather. The harvested must shows unusually low sugar levels, and the winemaker is considering a technique historically promoted by chemist Ludwig Gall as a remedy for such poor vintages. A colleague, unfamiliar with the practice, assumes it will produce a sweeter finished wine. How should the winemaker explain the intervention and its proper application?","[{'id': 'A', 'text': 'The added sugar remains in the wine as sweetness, which is why the method was developed for cool climates where grapes fail to ripen fully.'}, {'id': 'B', 'text': 'The method involves concentrating the must by removing water, which both raises sugar and intensifies flavors in weak vintages.'}, {'id': 'C', 'text': 'The technique was designed to correct overripe musts from hot years by adding water and sugar together to rebalance the fermentation.'}, {'id': 'D', 'text': 'The technique adds sugar to the must to raise potential alcohol after fermentation, not residual sweetness; if instead the must ever arrived with excessive sugar, diluting with water would be the appropriate adjustment.'}]",D,"[1] A chemist named Ludwig Gall suggested Chaptal's method of adding sugar to the must to help wine makers compensate for the effects of detrimental weather.
---
[2] Chaptalisation process is not intended to make the wine sweeter, but rather to provide more sugar for the yeast to ferment into alcohol.
---
[3] Chaptalisation if the must has excess sugar for normal fermentation, water may be added to lower the concentration.",,,,,,,,,,,
7cda56b9-5888-4177-8d83-572f4135eddd,WB-GRP-0326-L2,comparative,claude,grape_varieties,2,analysis,Two American Viticultural Areas differ in their permitted red grape varieties: one authorizes Carmenère while the other sanctions Merlot. Which pairing correctly matches each AVA to its permitted variety?,"[{'id': 'A', 'text': 'Both AVAs permit Carmenère but only Appalachian High Country permits Merlot'}, {'id': 'B', 'text': 'Both AVAs permit Merlot but only Yorkville Highlands permits Carmenère'}, {'id': 'C', 'text': 'Yorkville Highlands permits Carmenère; Appalachian High Country permits Merlot'}, {'id': 'D', 'text': 'Yorkville Highlands permits Merlot; Appalachian High Country permits Carmenère'}]",C,"[1] Yorkville Highlands AVA permits the Carmenere grape variety.
---
[2] Appalachain High Country AVA permits the Merlot grape variety.",,,,,,,,,,,
a238615c-ded4-43cf-adac-df269a4c9c88,WB-GRP-0356-L3,distractor_mining,llama,grape_varieties,3,analysis,Which vintage was hailed as the 'harvest of the century' by UK wine producers due to a record-breaking summer and unusually warm autumn?,"[{'id': 'A', 'text': '2015'}, {'id': 'B', 'text': '2012'}, {'id': 'C', 'text': '2009'}, {'id': 'D', 'text': '2018'}]",D,"[1] Chapel Down is the largest producer of English wine, with over 950 acres under vine.
---
[2] Wine producers across the UK are hailing 2018 the harvest of the century following a record-breaking summer and an unusually warm autumn resulting in excellent quality grapes with high yields.
---
[3] Wine from the United Kingdom more varieties of wine can be produced due to the drier and warmer climate.
---
[4] PDO status means that all wines using the name 'Sussex wine' have to be produced in Sussex from grapes grown in Sussex.
---
[5] == Unrelated Bacchus grapes ==
The name Bacchus Black is also applied to the riparia x labrusca hybrid red variety Clinton grown in the Alps.
---
[6] Bacchus (grape) was popular to use in QbA blends.",,,,,,,,,,,
