uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes
f0c3fd48-89e4-4353-975c-a2a7b541b3ff,WB-WMK-0332-L2,fact_to_question,chatgpt,winemaking,2,recall,"In a software-generated diagrammatic scale for assessing grape ripe rot, how many severity steps were created when the range extended from 0% to 91.4%?","[{'id': 'A', 'text': '12 levels'}, {'id': 'B', 'text': '10 levels'}, {'id': 'C', 'text': '14 levels'}, {'id': 'D', 'text': '16 levels'}]",A,"[1] Based on the Weber-Fechner law of visual acuity, the soft­ware calculated the limits of the scale, generating a scale with 12 levels of severity (0 to 91.4%).",,,,,,,,,,,
2c9f9524-c612-4d3c-ab1a-489317422647,WB-BIZ-0299-L3,distractor_mining,gemini,wine_business,1,analysis,"Situated in the Burgenlandkreis district, this specific wine-producing zone established a dedicated tourist trail for wine enthusiasts that officially launched in 1993. Which entity is being described?","[{'id': 'A', 'text': 'Haus der Deutschen Weinstraße'}, {'id': 'B', 'text': 'Mosel wine region'}, {'id': 'C', 'text': 'Saale-Unstrut'}, {'id': 'D', 'text': 'The German Wine Route'}]",C,"[1] The German Wine Route or Wine Road (German: Deutsche Weinstraße, pronounced [ˌdɔʏtʃə ˈvaɪnˌʃtʁaːsə]) is the oldest of Germany's tourist wine routes.
---
[2] In the 20th century, a North American taste for sweet wines saw the prominence of Liebfraumilch and brands like Blue Nun dominate the German import wine market.
---
[3] Saale-Unstrut in the district Burgenlandkreis has a wine route which was opened in 1993.
---
[4] Apart from its unusual architecture and its position at the end of the German Wine Route, its most obvious feature is a large restaurant.
---
[5] The German Wine Queen (German: Deutsche Weinkönigin) is the representative of the German wine industry.
---
[6] The vineyards are extremely small compared to New World vineyards and wine making is dominated by craft rather than industry wines.",,,,,,,,,,,
8be83efd-e39b-44db-a7b5-4c931fdaf2be,WB-REG-0480-L3,distractor_mining,qwen,wine_regions,3,analysis,"Which Burgundy wine is characterized by its optimal drink window shortly after release, yet still benefits from short-term aging of several years to reach its peak expression, despite not being intended for long-term cellaring?","[{'id': 'A', 'text': 'Puligny-Montrachet AOC'}, {'id': 'B', 'text': 'Aligoté'}, {'id': 'C', 'text': 'Chablis wine'}, {'id': 'D', 'text': 'Côte Chalonnaise'}]",B,"[1] Gamay is grown in the Beaujolais cru of Moulin-à-Vent, which extends into the Mâconnais, but has little in common with the wines north of the border.
---
[2] 1. Aligoté wines do not age False They are delicious when young, but can also be aged for a few years to be enjoyed in their full glory.
---
[3] In comparison with the white wines from the rest of Burgundy, Chablis wine has typically much less influence of oak.
---
[4] Côte Chalonnaise is a subregion of the Burgundy wine region of France.
---
[5] Côte de Nuits of Vougeot has just one Grand Cru vineyard - Clos Vougeot - that is massive by Burgundy standards.
---
[6] Puligny-Montrachet AOC 10,844 hectolitres of wine was produced, of which 10,792 hectolitres white wine and 52 hectolitres red wine.",,,,,,,,,,,
8eea5af6-c119-4288-ac17-9a52b98903d5,WB-PRD-0385-L2,fact_to_question,llama,producers,2,recall,Near which winery can the historic Tsinandali estate be found in Napareuli?,"[{'id': 'A', 'text': 'Telavi Wine Cellar'}, {'id': 'B', 'text': 'Shumi Winery'}, {'id': 'C', 'text': 'Château Mukhrani'}, {'id': 'D', 'text': 'Twins Wine House'}]",D,"[1] Tsinandali in Napareuli is still visible today, located near the Twins Wine House.",,,,,,,,,,,
57797f6d-8bc9-4c50-ac28-c57e877d149d,WB-PRD-0387-L4,distractor_mining,llama,producers,4,analysis,Which Israeli winery is among the country's top 10 largest by production volume and is located in the Upper Galilee region?,"[{'id': 'A', 'text': 'Château Musar'}, {'id': 'B', 'text': 'Carmel Winery'}, {'id': 'C', 'text': 'Recanati Winery'}, {'id': 'D', 'text': 'Château Golan'}]",C,"[1] Another newly built winery is Ramat Dalton, located in Ramat Dalton, Upper Galilee.
---
[2] Château Golan (Hebrew: יקב שאטו גולן) is an Israeli winery established in 1999.
---
[3] The 10 largest wineries in Israel, in terms of production volume, are Carmel, Barkan, Golan Heights, Teperberg 1870, Binyamina Wine Cellar, Galil Mountain, Tishbi Winery, Tabor, Recanati and Dalton Winery.
---
[4] Carmel Winery is the largest region for Carmel which surrounds the Zikhron Ya'akov Winery.
---
[5] Recanati Winery is a winery situated in the Upper Galilee in Israel.
---
[6] == History ==
The winery was established by Gaston Hochar in 1930 after returning from Bordeaux.",,,,,,,,,,,
9840ff9d-bed3-43f4-82f7-1b3f5f54f7d7,WB-VIT-0415-L2,comparative,claude,viticulture,2,analysis,"An American Viticultural Area situated chiefly in San Joaquin County, with only a small extension reaching into Sacramento County, is best described as which of the following?","[{'id': 'A', 'text': 'Jahant AVA'}, {'id': 'B', 'text': 'Anderson Valley AVA'}, {'id': 'C', 'text': 'Alta Mesa AVA'}, {'id': 'D', 'text': 'Clements Hills AVA'}]",A,"[1] Jahant is an American Viticultural Area (AVA) located primarily in San Joaquin County, California with a minor portion in Sacramento County.
---
[2] Anderson Valley is an American Viticultural Area (AVA) located in the Anderson Valley landform within western Mendocino County, California lying generally along the watershed of the Navarro River.",,,,,,,,,,,
bb45d1c2-3582-4f59-9a41-7a3b1ca75701,WB-GRP-0553-L3,template,template_only,grape_varieties,3,application,A wine merchant looking for authentic Merlot-based wines consults the fact. Which region should they target?,"[{'id': 'A', 'text': 'Marlborough District'}, {'id': 'B', 'text': 'Southern Flinders Ranges'}, {'id': 'C', 'text': 'Mount Benson wine region'}, {'id': 'D', 'text': 'North Coast'}]",B,[1] Southern Flinders Ranges permits the Merlot grape variety.,,,,,,,,,,,
e7fe9bb8-3004-41d6-a00e-d260d9268268,WB-GRP-0552-L4,template,template_only,grape_varieties,4,comprehension,"According to the fact, in which wine region is | varietals = cultivated?","[{'id': 'A', 'text': 'Hunter Valley wine region'}, {'id': 'B', 'text': 'Nova Scotia wine'}, {'id': 'C', 'text': 'Southern Flinders Ranges'}, {'id': 'D', 'text': 'Mount Benson wine region'}]",A,[1] Hunter Valley wine region permits the | varietals = grape variety.,,,,,,,,,,,
aa8020e8-0cac-4b9c-a564-5206f157eeee,WB-VIT-0418-L4,scenario_synthesis,llama,viticulture,4,analysis,"A vineyard manager in Oregon is developing a spray program to prevent powdery mildew infection in their wine grape vines. They are considering using fungicides from groups 3, 7, and 11. However, they have heard that there may be some risks associated with these particular fungicide groups in their region. What should the vineyard manager be most concerned about when considering using these fungicides?","[{'id': 'A', 'text': 'Potential for powdery mildew to develop resistance to the fungicides'}, {'id': 'B', 'text': 'Negative impact on grape flavor profile'}, {'id': 'C', 'text': 'Ineffectiveness of the fungicides against botrytis rot'}, {'id': 'D', 'text': 'Increased risk of spider mite infestations'}]",A,"[1] Download Save for later Print Share Updated: June 10, 2024 Skip to the end of the images gallery Botrytis rot.
---
[2] Many of the other materials, such as those in fungicide groups 3, 7, or 11 have a high risk that powdery mildew will become resistant to the chemicals and/or have already developed resistance in the region.
---
[3] Pscheidt Published August 2019, Reviewed 2024 | Print (or Save as PDF) | Share Grape growers develop vineyard spray and management programs to prevent powdery mildew from infecting their vineyards by adhering to preventative fungicide applications and timely canopy management.",,,,,,,,,,,
9fb6ded3-e03c-49e4-b8e5-c4535914b9ab,WB-GRP-0556-L2,scenario_synthesis,llama,grape_varieties,2,synthesis,"A winemaker in Redwood Valley AVA is deciding when to harvest their Chardonnay grapes. Compared to other AVAs like Spring Mountain District that also permit Chardonnay, what unique factor should they consider?","[{'id': 'A', 'text': 'Harvesting based solely on desired acidity levels'}, {'id': 'B', 'text': 'Harvesting later to ensure ripeness due to the cooler climate'}, {'id': 'C', 'text': 'Harvesting earlier to avoid overripeness'}, {'id': 'D', 'text': 'Harvesting at the same time as other Chardonnay-growing AVAs'}]",B,"[1] Redwood Valley AVA permits the Chardonnay grape variety.
---
[2] Spring Mountain District AVA permits the Chardonnay grape variety.
---
[3] Redwood Valley AVA is cooler in climate and requires a later harvest for grapes to achieve ripeness.",,,,,,,,,,,
